eng,viet
Tom and Mary knew there was nothing more they could do.,Tom và Mary biết họ không thể làm gì hơn nữa.
Tom and Mary wanted John to meet some of their friends.,Tom và Mary muốn John gặp một số bạn bè của họ.
Tom and Mary said they don't want to ever do that again.,Tom và Mary nói rằng họ không muốn làm điều đó nữa.
The books Tom and Mary were reading weren't romance novels.,Những cuốn sách Tom và Mary đang đọc không phải là tiểu thuyết lãng mạn.
You don't seem convinced that Tom and Mary need to do that.,Có vẻ như bạn không tin rằng Tom và Mary cần phải làm điều đó.
Tom and Mary told me that they thought John was nervous.,Tom và Mary nói với tôi rằng họ nghĩ John đang lo lắng.
Tom and Mary said they don't have very much money on them.,Tom và Mary nói rằng họ không có nhiều tiền lắm.
Please tell Tom and Mary they have to get home before 2:30.,Vui lòng nói với Tom và Mary rằng họ phải về nhà trước 2:30.
Tom and Mary said they won't be allowed to do that anymore.,Tom và Mary nói rằng họ sẽ không được phép làm điều đó nữa.
"Yesterday I had some free time for the first time in a long time, so I went swimming.",Hôm qua tôi có thời gian rảnh lần đầu tiên sau một thời gian dài nên tôi đã đi bơi.
"I think Tom didn't go jogging yesterday, but I'm not sure.","Tôi nghĩ Tom đã không chạy bộ ngày hôm qua, nhưng tôi không chắc."
Are you planning on telling Tom why you wanted Mary to do that?,Bạn có định nói với Tom tại sao bạn muốn Mary làm điều đó không?
I had no idea that Tom was planning on telling Mary not to do that.,Tôi không biết rằng Tom đang có ý định bảo Mary đừng làm điều đó.
I wonder whether Tom forgot to tell Mary she needed to do that.,Tôi tự hỏi liệu Tom có ​​quên nói với Mary rằng cô ấy cần phải làm điều đó hay không.
Tom says that he plans to stay in Boston as long as he can.,Tom nói rằng anh ấy dự định sẽ ở lại Boston lâu nhất có thể.
Tom says that he plans on staying in Boston as long as he can.,Tom nói rằng anh ấy dự định ở lại Boston lâu nhất có thể.
Kendo is a Japanese martial art which uses bamboo swords and protective armour.,Kendo là một môn võ thuật của Nhật Bản sử dụng kiếm tre và áo giáp bảo vệ.
Tom almost forgot to tell Mary what she had to do.,Tom gần như quên nói với Mary những gì cô ấy phải làm.
Tom said he knew where Mary learned how to do that.,Tom nói rằng anh ấy biết Mary đã học được cách làm điều đó ở đâu.
Mary knows there are plenty of people who agree with her.,Mary biết có rất nhiều người đồng ý với cô ấy.
Mary said her parents allow her to do whatever she wants.,Mary cho biết bố mẹ cô cho phép cô làm bất cứ điều gì cô muốn.
I don't think Mary would be here if she didn't want to be.,Tôi không nghĩ Mary sẽ ở đây nếu cô ấy không muốn.
"Mary said she'd be able to do that, but she wasn't able to.",Mary nói cô ấy có thể làm được điều đó nhưng cô ấy không thể làm được.
I don't think Mary knows how much time she'll need to do that.,Tôi không nghĩ Mary biết cô ấy sẽ cần bao nhiêu thời gian để làm việc đó.
Pollution kills more people around the world every year than war and violence.,Ô nhiễm giết chết nhiều người trên thế giới mỗi năm hơn chiến tranh và bạo lực.
I don't think Tom knows what Mary is going to do.,Tôi không nghĩ Tom biết Mary định làm gì.
I don't think Tom knows whether Mary can do that or not.,Tôi không nghĩ Tom biết liệu Mary có thể làm được điều đó hay không.
I didn't know you were the last one to do that.,Tôi không biết bạn là người cuối cùng làm điều đó.
How did you know Tom didn't need to do that?,Làm sao bạn biết Tom không cần phải làm điều đó?
Tom has no idea when Mary is planning to do that.,Tom không biết Mary định làm điều đó khi nào.
Tom doesn't have any idea when Mary is planning to do that.,Tom không biết Mary định làm điều đó khi nào.
Tom doesn't have any idea when Mary plans to do that.,Tom không biết khi nào Mary định làm điều đó.
Tom told Mary that he didn't think John was annoyed.,Tom nói với Mary rằng anh ấy không nghĩ John khó chịu.
Tom wasn't able to tell Mary how he really felt.,Tom đã không thể nói cho Mary biết anh ấy thực sự cảm thấy thế nào.
Tom said that he didn't have much money on him.,Tom nói rằng anh ấy không có nhiều tiền trên người.
"If you don't like doing that, then don't do it.",Nếu bạn không thích làm điều đó thì đừng làm.
How big she is already Soon she'll be as tall as her mother.,Cô bé đã lớn thế này rồi Sắp cao bằng mẹ của mình rồi.
"Tom sleeps like a log. The world could end, and he wouldn't notice.","Tom ngủ như khúc gỗ. Thế giới có thể kết thúc, và anh sẽ không nhận ra."
"My wardrobe has four doors and two mirrors. It was manufactured by a Swedish company, whose name contains three vowels and a consonant.","Tủ quần áo của tôi có bốn cánh cửa và hai tấm gương. Nó được sản xuất bởi một công ty Thụy Điển, tên của nó bao gồm ba nguyên âm và một phụ âm."
I didn't know that I was adopted until I was thirteen.,Tôi không biết mình được nhận nuôi cho đến khi tôi mười ba tuổi.
Tom said he's been trying to fix the air conditioner all day.,Tom nói rằng anh ấy đã cố sửa điều hòa cả ngày nay.
I don't want to live in Boston for more than three years.,Tôi không muốn sống ở Boston quá ba năm.
"You know that Tom wasn't the one who did that, don't you?",Bạn biết Tom không phải là người đã làm điều đó phải không?
I thought Tom said he didn't know how to play the ukulele.,Tôi tưởng Tom nói anh ấy không biết chơi đàn ukulele.
I should probably tell Tom that he should do that as soon as possible.,Có lẽ tôi nên nói với Tom rằng anh ấy nên làm điều đó càng sớm càng tốt.
Everybody except Tom knew that he didn't need to go to Boston.,Mọi người ngoại trừ Tom đều biết rằng anh ấy không cần phải đến Boston.
Everyone except Tom knew that he didn't need to go to Boston.,Mọi người ngoại trừ Tom đều biết rằng anh ấy không cần phải đến Boston.
Perhaps the only one here who doesn't want to do that is Tom.,Có lẽ người duy nhất ở đây không muốn làm điều đó là Tom.
Maybe the only one here who doesn't want to do that is Tom.,Có lẽ người duy nhất ở đây không muốn làm điều đó là Tom.
I don't get paid as much as I'd like.,Tôi không được trả nhiều tiền như tôi muốn.
I've promised Tom that I won't do that anymore.,Tôi đã hứa với Tom rằng tôi sẽ không làm điều đó nữa.
I read the newspaper every day when I was in college.,Tôi đọc báo hàng ngày khi còn học đại học.
Mary wrote down her phone number and gave it to Tom.,Mary viết số điện thoại của cô ấy và đưa cho Tom.
"I was always wondering, but why do you talk like that?","Tôi luôn thắc mắc, nhưng tại sao bạn lại nói như vậy?"
"If you changed your hairstyle, you would look at least 10 years younger.","Nếu thay đổi kiểu tóc, bạn sẽ trông trẻ ra ít nhất 10 tuổi."
Tom didn't want to make a big deal out of it.,Tom không muốn làm lớn chuyện.
In ancient times cats were worshiped as gods; they have not forgotten this.,Thời xưa mèo được tôn thờ như những vị thần; họ vẫn chưa quên điều này.
I still think Tom doesn't understand what's going on.,Tôi vẫn nghĩ Tom không hiểu chuyện gì đang xảy ra.
Have you ever wondered what it would be like to live on Mars?,Bạn đã bao giờ tự hỏi cuộc sống trên sao Hỏa sẽ như thế nào chưa?
"Which shirt do you like better, the red one or the blue one?","Bạn thích chiếc áo nào hơn, chiếc màu đỏ hay chiếc màu xanh?"
"""Can you hear me?"" ""No."" ""Then how can you answer my question?""","""Bạn có thể nghe tôi không?"" ""KHÔNG."" “Vậy làm sao cậu có thể trả lời câu hỏi của tôi?”"
"Which shirt do you like more, the red one or the blue one?","Bạn thích chiếc áo nào hơn, chiếc màu đỏ hay chiếc màu xanh?"
"Bison from Buffalo, New York who are intimidated by other bison in their community also happen to intimidate other bison in their community.","Bò rừng đến từ Buffalo, New York bị những con bò rừng khác trong cộng đồng của họ đe dọa cũng tình cờ đe dọa những con bò rừng khác trong cộng đồng của họ."
"If you make fun of our company again, we certainly wont be polite to you.","Nếu bạn lại chế nhạo công ty của chúng tôi, chúng tôi chắc chắn sẽ không lịch sự với bạn."
Tom's kids were here a while ago looking for him.,Mấy đứa con của Tom đã đến đây cách đây không lâu để tìm anh ấy.
Tom is so gullible he'll believe anything you tell him.,Tom rất cả tin đến mức anh ta sẽ tin bất cứ điều gì bạn nói với anh ta.
Tom needs to talk to someone who's able to understand him.,Tom cần nói chuyện với ai đó có thể hiểu anh ấy.
I usually only eat a piece of toast and drink a cup of coffee for breakfast.,Tôi thường chỉ ăn một miếng bánh mì nướng và uống một tách cà phê cho bữa sáng.
The two nations have had no diplomatic relations for nearly three decades.,Hai nước đã không có quan hệ ngoại giao trong gần ba thập kỷ.
"I wanted my parents to be at my wedding, but they refused to come.",Tôi muốn bố mẹ tôi đến dự đám cưới của tôi nhưng họ từ chối.
It may take a few weeks to get used to working the night shift.,Có thể mất vài tuần để làm quen với việc làm ca đêm.
Let's hope that Tom doesn't try to do that.,Hãy hy vọng rằng Tom không cố gắng làm điều đó.
"If I'm unemployed, I can't save up any money.","Nếu tôi thất nghiệp, tôi không thể tiết kiệm được đồng nào."
I wonder if there's some way of attracting more Japanese speakers to Tatoeba?,Tôi tự hỏi liệu có cách nào để thu hút nhiều người nói tiếng Nhật hơn đến Tatoeba không?
